id,x,y
1229,407666.1228,6016495.863
1230,411666.1228,6016495.863
1231,415666.1228,6016495.863
1232,419666.1228,6016495.863
1233,423666.1228,6016495.863
1234,427666.1228,6016495.863
1235,431666.1228,6016495.863
1236,435666.1228,6016495.863
1237,439666.1228,6016495.863
1238,443666.1228,6016495.863
1239,447666.1228,6016495.863
1240,451666.1228,6016495.863
1272,299666.1228,6012495.863
1273,303666.1228,6012495.863
1274,307666.1228,6012495.863
1275,311666.1228,6012495.863
1276,315666.1228,6012495.863
1277,319666.1228,6012495.863
1278,323666.1228,6012495.863
1279,327666.1228,6012495.863
1280,331666.1228,6012495.863
1281,335666.1228,6012495.863
1282,339666.1228,6012495.863
1283,343666.1228,6012495.863
1284,347666.1228,6012495.863
1285,351666.1228,6012495.863
1286,355666.1228,6012495.863
1287,359666.1228,6012495.863
1288,363666.1228,6012495.863
1289,367666.1228,6012495.863
1290,371666.1228,6012495.863
1291,375666.1228,6012495.863
1292,379666.1228,6012495.863
1293,383666.1228,6012495.863
1294,387666.1228,6012495.863
1295,391666.1228,6012495.863
1296,395666.1228,6012495.863
1297,399666.1228,6012495.863
1298,403666.1228,6012495.863
1299,407666.1228,6012495.863
1300,411666.1228,6012495.863
1301,415666.1228,6012495.863
1302,419666.1228,6012495.863
1303,423666.1228,6012495.863
1304,427666.1228,6012495.863
1305,431666.1228,6012495.863
1306,435666.1228,6012495.863
1307,439666.1228,6012495.863
1308,443666.1228,6012495.863
1309,447666.1228,6012495.863
1310,451666.1228,6012495.863
1340,291666.1228,6008495.863
1341,295666.1228,6008495.863
1342,299666.1228,6008495.863
1343,303666.1228,6008495.863
1344,307666.1228,6008495.863
1345,311666.1228,6008495.863
1346,315666.1228,6008495.863
1347,319666.1228,6008495.863
1348,323666.1228,6008495.863
1349,327666.1228,6008495.863
1350,331666.1228,6008495.863
1351,335666.1228,6008495.863
1352,339666.1228,6008495.863
1353,343666.1228,6008495.863
1354,347666.1228,6008495.863
1355,351666.1228,6008495.863
1356,355666.1228,6008495.863
1357,359666.1228,6008495.863
1358,363666.1228,6008495.863
1359,367666.1228,6008495.863
1360,371666.1228,6008495.863
1361,375666.1228,6008495.863
1362,379666.1228,6008495.863
1363,383666.1228,6008495.863
1364,387666.1228,6008495.863
1365,391666.1228,6008495.863
1366,395666.1228,6008495.863
1367,399666.1228,6008495.863
1368,403666.1228,6008495.863
1369,407666.1228,6008495.863
1370,411666.1228,6008495.863
1371,415666.1228,6008495.863
1372,419666.1228,6008495.863
1373,423666.1228,6008495.863
1374,427666.1228,6008495.863
1375,431666.1228,6008495.863
1376,435666.1228,6008495.863
1377,439666.1228,6008495.863
1378,443666.1228,6008495.863
1379,447666.1228,6008495.863
1408,283666.1228,6004495.863
1409,287666.1228,6004495.863
1410,291666.1228,6004495.863
1411,295666.1228,6004495.863
1412,299666.1228,6004495.863
1413,303666.1228,6004495.863
1414,307666.1228,6004495.863
1415,311666.1228,6004495.863
1416,315666.1228,6004495.863
1417,319666.1228,6004495.863
1418,323666.1228,6004495.863
1419,327666.1228,6004495.863
1420,331666.1228,6004495.863
1421,335666.1228,6004495.863
1422,339666.1228,6004495.863
1423,343666.1228,6004495.863
1424,347666.1228,6004495.863
1425,351666.1228,6004495.863
1426,355666.1228,6004495.863
1427,359666.1228,6004495.863
1428,363666.1228,6004495.863
1429,367666.1228,6004495.863
1430,371666.1228,6004495.863
1431,375666.1228,6004495.863
1432,379666.1228,6004495.863
1433,383666.1228,6004495.863
1434,387666.1228,6004495.863
1435,391666.1228,6004495.863
1436,395666.1228,6004495.863
1437,399666.1228,6004495.863
1438,403666.1228,6004495.863
1439,407666.1228,6004495.863
1440,411666.1228,6004495.863
1441,415666.1228,6004495.863
1442,419666.1228,6004495.863
1443,423666.1228,6004495.863
1444,427666.1228,6004495.863
1445,431666.1228,6004495.863
1446,435666.1228,6004495.863
1447,439666.1228,6004495.863
1448,443666.1228,6004495.863
1449,447666.1228,6004495.863
1477,279666.1228,6000495.863
1478,283666.1228,6000495.863
1479,287666.1228,6000495.863
1480,291666.1228,6000495.863
1481,295666.1228,6000495.863
1482,299666.1228,6000495.863
1483,303666.1228,6000495.863
1484,307666.1228,6000495.863
1485,311666.1228,6000495.863
1486,315666.1228,6000495.863
1487,319666.1228,6000495.863
1488,323666.1228,6000495.863
1489,327666.1228,6000495.863
1490,331666.1228,6000495.863
1491,335666.1228,6000495.863
1492,339666.1228,6000495.863
1493,343666.1228,6000495.863
1494,347666.1228,6000495.863
1495,351666.1228,6000495.863
1496,355666.1228,6000495.863
1497,359666.1228,6000495.863
1498,363666.1228,6000495.863
1499,367666.1228,6000495.863
1500,371666.1228,6000495.863
1501,375666.1228,6000495.863
1502,379666.1228,6000495.863
1503,383666.1228,6000495.863
1504,387666.1228,6000495.863
1505,391666.1228,6000495.863
1506,395666.1228,6000495.863
1507,399666.1228,6000495.863
1508,403666.1228,6000495.863
1509,407666.1228,6000495.863
1510,411666.1228,6000495.863
1511,415666.1228,6000495.863
1512,419666.1228,6000495.863
1513,423666.1228,6000495.863
1514,427666.1228,6000495.863
1515,431666.1228,6000495.863
1516,435666.1228,6000495.863
1517,439666.1228,6000495.863
1518,443666.1228,6000495.863
1547,279666.1228,5996495.863
1548,283666.1228,5996495.863
1549,287666.1228,5996495.863
1550,291666.1228,5996495.863
1551,295666.1228,5996495.863
1552,299666.1228,5996495.863
1553,303666.1228,5996495.863
1554,307666.1228,5996495.863
1555,311666.1228,5996495.863
1556,315666.1228,5996495.863
1557,319666.1228,5996495.863
1558,323666.1228,5996495.863
1559,327666.1228,5996495.863
1560,331666.1228,5996495.863
1561,335666.1228,5996495.863
1562,339666.1228,5996495.863
1563,343666.1228,5996495.863
1564,347666.1228,5996495.863
1565,351666.1228,5996495.863
1566,355666.1228,5996495.863
1567,359666.1228,5996495.863
1568,363666.1228,5996495.863
1569,367666.1228,5996495.863
1570,371666.1228,5996495.863
1571,375666.1228,5996495.863
1572,379666.1228,5996495.863
1573,383666.1228,5996495.863
1574,387666.1228,5996495.863
1575,391666.1228,5996495.863
1576,395666.1228,5996495.863
1577,399666.1228,5996495.863
1578,403666.1228,5996495.863
1579,407666.1228,5996495.863
1580,411666.1228,5996495.863
1581,415666.1228,5996495.863
1582,419666.1228,5996495.863
1583,423666.1228,5996495.863
1584,427666.1228,5996495.863
1585,431666.1228,5996495.863
1586,435666.1228,5996495.863
1587,439666.1228,5996495.863
1588,443666.1228,5996495.863
1616,275666.1228,5992495.863
1617,279666.1228,5992495.863
1618,283666.1228,5992495.863
1619,287666.1228,5992495.863
1620,291666.1228,5992495.863
1621,295666.1228,5992495.863
1622,299666.1228,5992495.863
1623,303666.1228,5992495.863
1624,307666.1228,5992495.863
1625,311666.1228,5992495.863
1626,315666.1228,5992495.863
1627,319666.1228,5992495.863
1628,323666.1228,5992495.863
1629,327666.1228,5992495.863
1630,331666.1228,5992495.863
1631,335666.1228,5992495.863
1632,339666.1228,5992495.863
1633,343666.1228,5992495.863
1634,347666.1228,5992495.863
1635,351666.1228,5992495.863
1636,355666.1228,5992495.863
1637,359666.1228,5992495.863
1638,363666.1228,5992495.863
1639,367666.1228,5992495.863
1640,371666.1228,5992495.863
1641,375666.1228,5992495.863
1642,379666.1228,5992495.863
1643,383666.1228,5992495.863
1644,387666.1228,5992495.863
1645,391666.1228,5992495.863
1646,395666.1228,5992495.863
1647,399666.1228,5992495.863
1648,403666.1228,5992495.863
1649,407666.1228,5992495.863
1650,411666.1228,5992495.863
1651,415666.1228,5992495.863
1652,419666.1228,5992495.863
1653,423666.1228,5992495.863
1654,427666.1228,5992495.863
1655,431666.1228,5992495.863
1656,435666.1228,5992495.863
1657,439666.1228,5992495.863
1658,443666.1228,5992495.863
1685,271666.1228,5988495.863
1686,275666.1228,5988495.863
1687,279666.1228,5988495.863
1688,283666.1228,5988495.863
1689,287666.1228,5988495.863
1690,291666.1228,5988495.863
1691,295666.1228,5988495.863
1692,299666.1228,5988495.863
1693,303666.1228,5988495.863
1694,307666.1228,5988495.863
1695,311666.1228,5988495.863
1696,315666.1228,5988495.863
1697,319666.1228,5988495.863
1698,323666.1228,5988495.863
1699,327666.1228,5988495.863
1700,331666.1228,5988495.863
1701,335666.1228,5988495.863
1702,339666.1228,5988495.863
1703,343666.1228,5988495.863
1704,347666.1228,5988495.863
1705,351666.1228,5988495.863
1706,355666.1228,5988495.863
1707,359666.1228,5988495.863
1708,363666.1228,5988495.863
1709,367666.1228,5988495.863
1710,371666.1228,5988495.863
1711,375666.1228,5988495.863
1712,379666.1228,5988495.863
1713,383666.1228,5988495.863
1714,387666.1228,5988495.863
1715,391666.1228,5988495.863
1716,395666.1228,5988495.863
1717,399666.1228,5988495.863
1718,403666.1228,5988495.863
1719,407666.1228,5988495.863
1720,411666.1228,5988495.863
1721,415666.1228,5988495.863
1722,419666.1228,5988495.863
1723,423666.1228,5988495.863
1724,427666.1228,5988495.863
1725,431666.1228,5988495.863
1726,435666.1228,5988495.863
1727,439666.1228,5988495.863
1728,443666.1228,5988495.863
1755,271666.1228,5984495.863
1756,275666.1228,5984495.863
1757,279666.1228,5984495.863
1758,283666.1228,5984495.863
1759,287666.1228,5984495.863
1760,291666.1228,5984495.863
1761,295666.1228,5984495.863
1762,299666.1228,5984495.863
1763,303666.1228,5984495.863
1764,307666.1228,5984495.863
1765,311666.1228,5984495.863
1766,315666.1228,5984495.863
1767,319666.1228,5984495.863
1768,323666.1228,5984495.863
1769,327666.1228,5984495.863
1770,331666.1228,5984495.863
1771,335666.1228,5984495.863
1772,339666.1228,5984495.863
1773,343666.1228,5984495.863
1774,347666.1228,5984495.863
1775,351666.1228,5984495.863
1776,355666.1228,5984495.863
1777,359666.1228,5984495.863
1778,363666.1228,5984495.863
1779,367666.1228,5984495.863
1780,371666.1228,5984495.863
1781,375666.1228,5984495.863
1782,379666.1228,5984495.863
1783,383666.1228,5984495.863
1784,387666.1228,5984495.863
1785,391666.1228,5984495.863
1786,395666.1228,5984495.863
1787,399666.1228,5984495.863
1788,403666.1228,5984495.863
1789,407666.1228,5984495.863
1790,411666.1228,5984495.863
1791,415666.1228,5984495.863
1792,419666.1228,5984495.863
1793,423666.1228,5984495.863
1794,427666.1228,5984495.863
1795,431666.1228,5984495.863
1796,435666.1228,5984495.863
1797,439666.1228,5984495.863
1798,443666.1228,5984495.863
1799,447666.1228,5984495.863
1824,267666.1228,5980495.863
1825,271666.1228,5980495.863
1826,275666.1228,5980495.863
1827,279666.1228,5980495.863
1828,283666.1228,5980495.863
1829,287666.1228,5980495.863
1830,291666.1228,5980495.863
1831,295666.1228,5980495.863
1832,299666.1228,5980495.863
1833,303666.1228,5980495.863
1834,307666.1228,5980495.863
1835,311666.1228,5980495.863
1836,315666.1228,5980495.863
1837,319666.1228,5980495.863
1838,323666.1228,5980495.863
1839,327666.1228,5980495.863
1840,331666.1228,5980495.863
1841,335666.1228,5980495.863
1842,339666.1228,5980495.863
1843,343666.1228,5980495.863
1844,347666.1228,5980495.863
1845,351666.1228,5980495.863
1846,355666.1228,5980495.863
1847,359666.1228,5980495.863
1848,363666.1228,5980495.863
1849,367666.1228,5980495.863
1850,371666.1228,5980495.863
1851,375666.1228,5980495.863
1852,379666.1228,5980495.863
1853,383666.1228,5980495.863
1854,387666.1228,5980495.863
1855,391666.1228,5980495.863
1856,395666.1228,5980495.863
1857,399666.1228,5980495.863
1858,403666.1228,5980495.863
1859,407666.1228,5980495.863
1860,411666.1228,5980495.863
1861,415666.1228,5980495.863
1862,419666.1228,5980495.863
1863,423666.1228,5980495.863
1864,427666.1228,5980495.863
1865,431666.1228,5980495.863
1866,435666.1228,5980495.863
1867,439666.1228,5980495.863
1868,443666.1228,5980495.863
1869,447666.1228,5980495.863
1894,267666.1228,5976495.863
1895,271666.1228,5976495.863
1896,275666.1228,5976495.863
1897,279666.1228,5976495.863
1898,283666.1228,5976495.863
1899,287666.1228,5976495.863
1900,291666.1228,5976495.863
1901,295666.1228,5976495.863
1902,299666.1228,5976495.863
1903,303666.1228,5976495.863
1904,307666.1228,5976495.863
1905,311666.1228,5976495.863
1906,315666.1228,5976495.863
1907,319666.1228,5976495.863
1908,323666.1228,5976495.863
1909,327666.1228,5976495.863
1910,331666.1228,5976495.863
1911,335666.1228,5976495.863
1912,339666.1228,5976495.863
1913,343666.1228,5976495.863
1914,347666.1228,5976495.863
1915,351666.1228,5976495.863
1916,355666.1228,5976495.863
1917,359666.1228,5976495.863
1918,363666.1228,5976495.863
1919,367666.1228,5976495.863
1920,371666.1228,5976495.863
1921,375666.1228,5976495.863
1922,379666.1228,5976495.863
1923,383666.1228,5976495.863
1924,387666.1228,5976495.863
1925,391666.1228,5976495.863
1926,395666.1228,5976495.863
1927,399666.1228,5976495.863
1928,403666.1228,5976495.863
1929,407666.1228,5976495.863
1930,411666.1228,5976495.863
1931,415666.1228,5976495.863
1932,419666.1228,5976495.863
1933,423666.1228,5976495.863
1934,427666.1228,5976495.863
1935,431666.1228,5976495.863
1936,435666.1228,5976495.863
1937,439666.1228,5976495.863
1938,443666.1228,5976495.863
1939,447666.1228,5976495.863
1964,267666.1228,5972495.863
1965,271666.1228,5972495.863
1966,275666.1228,5972495.863
1967,279666.1228,5972495.863
1968,283666.1228,5972495.863
1969,287666.1228,5972495.863
1970,291666.1228,5972495.863
1971,295666.1228,5972495.863
1972,299666.1228,5972495.863
1973,303666.1228,5972495.863
1974,307666.1228,5972495.863
1975,311666.1228,5972495.863
1976,315666.1228,5972495.863
1977,319666.1228,5972495.863
1978,323666.1228,5972495.863
1979,327666.1228,5972495.863
1980,331666.1228,5972495.863
1981,335666.1228,5972495.863
1982,339666.1228,5972495.863
1983,343666.1228,5972495.863
1984,347666.1228,5972495.863
1985,351666.1228,5972495.863
1986,355666.1228,5972495.863
1987,359666.1228,5972495.863
1988,363666.1228,5972495.863
1989,367666.1228,5972495.863
1990,371666.1228,5972495.863
1991,375666.1228,5972495.863
1992,379666.1228,5972495.863
1993,383666.1228,5972495.863
1994,387666.1228,5972495.863
1995,391666.1228,5972495.863
1996,395666.1228,5972495.863
1997,399666.1228,5972495.863
1998,403666.1228,5972495.863
1999,407666.1228,5972495.863
2000,411666.1228,5972495.863
2001,415666.1228,5972495.863
2002,419666.1228,5972495.863
2003,423666.1228,5972495.863
2004,427666.1228,5972495.863
2005,431666.1228,5972495.863
2006,435666.1228,5972495.863
2007,439666.1228,5972495.863
2008,443666.1228,5972495.863
2009,447666.1228,5972495.863
2034,267666.1228,5968495.863
2035,271666.1228,5968495.863
2036,275666.1228,5968495.863
2037,279666.1228,5968495.863
2038,283666.1228,5968495.863
2039,287666.1228,5968495.863
2040,291666.1228,5968495.863
2041,295666.1228,5968495.863
2042,299666.1228,5968495.863
2043,303666.1228,5968495.863
2044,307666.1228,5968495.863
2045,311666.1228,5968495.863
2046,315666.1228,5968495.863
2047,319666.1228,5968495.863
2048,323666.1228,5968495.863
2049,327666.1228,5968495.863
2050,331666.1228,5968495.863
2051,335666.1228,5968495.863
2052,339666.1228,5968495.863
2053,343666.1228,5968495.863
2054,347666.1228,5968495.863
2055,351666.1228,5968495.863
2056,355666.1228,5968495.863
2057,359666.1228,5968495.863
2058,363666.1228,5968495.863
2059,367666.1228,5968495.863
2060,371666.1228,5968495.863
2061,375666.1228,5968495.863
2062,379666.1228,5968495.863
2063,383666.1228,5968495.863
2064,387666.1228,5968495.863
2065,391666.1228,5968495.863
2066,395666.1228,5968495.863
2067,399666.1228,5968495.863
2068,403666.1228,5968495.863
2069,407666.1228,5968495.863
2070,411666.1228,5968495.863
2071,415666.1228,5968495.863
2072,419666.1228,5968495.863
2073,423666.1228,5968495.863
2074,427666.1228,5968495.863
2075,431666.1228,5968495.863
2076,435666.1228,5968495.863
2077,439666.1228,5968495.863
2078,443666.1228,5968495.863
2079,447666.1228,5968495.863
2104,267666.1228,5964495.863
2105,271666.1228,5964495.863
2106,275666.1228,5964495.863
2107,279666.1228,5964495.863
2108,283666.1228,5964495.863
2109,287666.1228,5964495.863
2110,291666.1228,5964495.863
2111,295666.1228,5964495.863
2112,299666.1228,5964495.863
2113,303666.1228,5964495.863
2114,307666.1228,5964495.863
2115,311666.1228,5964495.863
2116,315666.1228,5964495.863
2117,319666.1228,5964495.863
2118,323666.1228,5964495.863
2119,327666.1228,5964495.863
2120,331666.1228,5964495.863
2121,335666.1228,5964495.863
2122,339666.1228,5964495.863
2123,343666.1228,5964495.863
2124,347666.1228,5964495.863
2125,351666.1228,5964495.863
2126,355666.1228,5964495.863
2127,359666.1228,5964495.863
2128,363666.1228,5964495.863
2129,367666.1228,5964495.863
2130,371666.1228,5964495.863
2131,375666.1228,5964495.863
2132,379666.1228,5964495.863
2133,383666.1228,5964495.863
2134,387666.1228,5964495.863
2135,391666.1228,5964495.863
2136,395666.1228,5964495.863
2137,399666.1228,5964495.863
2138,403666.1228,5964495.863
2139,407666.1228,5964495.863
2140,411666.1228,5964495.863
2141,415666.1228,5964495.863
2142,419666.1228,5964495.863
2143,423666.1228,5964495.863
2144,427666.1228,5964495.863
2145,431666.1228,5964495.863
2146,435666.1228,5964495.863
2147,439666.1228,5964495.863
2148,443666.1228,5964495.863
2149,447666.1228,5964495.863
2174,267666.1228,5960495.863
2175,271666.1228,5960495.863
2176,275666.1228,5960495.863
2177,279666.1228,5960495.863
2178,283666.1228,5960495.863
2179,287666.1228,5960495.863
2180,291666.1228,5960495.863
2181,295666.1228,5960495.863
2182,299666.1228,5960495.863
2183,303666.1228,5960495.863
2184,307666.1228,5960495.863
2185,311666.1228,5960495.863
2186,315666.1228,5960495.863
2187,319666.1228,5960495.863
2188,323666.1228,5960495.863
2189,327666.1228,5960495.863
2190,331666.1228,5960495.863
2191,335666.1228,5960495.863
2192,339666.1228,5960495.863
2193,343666.1228,5960495.863
2194,347666.1228,5960495.863
2195,351666.1228,5960495.863
2196,355666.1228,5960495.863
2197,359666.1228,5960495.863
2198,363666.1228,5960495.863
2199,367666.1228,5960495.863
2200,371666.1228,5960495.863
2201,375666.1228,5960495.863
2202,379666.1228,5960495.863
2203,383666.1228,5960495.863
2204,387666.1228,5960495.863
2205,391666.1228,5960495.863
2206,395666.1228,5960495.863
2207,399666.1228,5960495.863
2208,403666.1228,5960495.863
2209,407666.1228,5960495.863
2210,411666.1228,5960495.863
2211,415666.1228,5960495.863
2212,419666.1228,5960495.863
2213,423666.1228,5960495.863
2214,427666.1228,5960495.863
2215,431666.1228,5960495.863
2216,435666.1228,5960495.863
2217,439666.1228,5960495.863
2218,443666.1228,5960495.863
2219,447666.1228,5960495.863
2220,451666.1228,5960495.863
2244,267666.1228,5956495.863
